timestamp	price	qty
1726500000	24500.84	25
1726500000	24502.29	50
1726500000	24500.63	25
1726500001	24501.69	150
1726500001	24499.21	100
1726500001	24496.4	25
1726500001	24494.71	150
1726500001	24495.32	150
1726500002	24493.51	150
1726500002	24493.03	100
1726500002	24493.57	25
1726500002	24495.12	50
1726500002	24496.31	75
1726500003	24494.98	50
1726500003	24497.72	75
1726500003	24495.33	100
1726500003	24492.91	75
1726500003	24493.54	25
1726500004	24494.91	150
1726500004	24492.66	100
1726500004	24490.14	75
1726500004	24492.11	150
1726500004	24494.42	75
1726500005	24494.89	25
1726500005	24492.16	50
1726500005	24493.8	25
1726500005	24495.93	25
1726500005	24495.21	100
1726500006	24496.03	75
1726500006	24494	75
1726500006	24492.26	75
1726500006	24493.47	25
1726500006	24494.13	50
1726500007	24494.33	50
1726500007	24492.31	100
1726500007	24490.93	150
1726500007	24489.25	75
1726500007	24491.31	25
1726500008	24489.68	25
1726500008	24491.51	100
1726500008	24490.12	50
1726500008	24492.6	150
1726500008	24494.86	75
1726500009	24493.13	100
1726500009	24492.5	100
1726500009	24490.36	50
1726500009	24488.84	150
1726500009	24489.08	150
1726500010	24488.65	150
1726500010	24488.04	50
1726500010	24491.03	50
1726500010	24491.08	25
1726500010	24492.62	25
1726500011	24490.54	50
1726500011	24492.29	100
1726500011	24492.87	100
1726500011	24492.16	100
1726500011	24492.33	150
1726500012	24494.5	25
1726500012	24495.58	25
1726500012	24496.67	150
1726500012	24498.17	75
1726500012	24495.84	100
1726500013	24493.79	25
1726500013	24496.51	75
1726500013	24499.35	50
1726500013	24499.39	25
1726500013	24501.61	75
1726500014	24503.66	150
1726500014	24504.32	50
1726500014	24503.56	50
1726500014	24503.8	150
1726500014	24506.31	150
1726500015	24505.25	25
1726500015	24502.93	75
1726500015	24505.2	75
1726500015	24503.63	50
1726500015	24505.9	25
1726500016	24503.42	100
1726500016	24505.31	150
1726500016	24506.91	50
1726500016	24507.87	150
1726500016	24505.86	150
1726500017	24508.09	100
1726500017	24510.88	150
1726500017	24512.41	50
1726500017	24513.69	100
1726500017	24516.66	75
1726500018	24516.29	150
1726500018	24516	50
1726500018	24514.34	75
1726500018	24511.47	150
1726500018	24509.85	50
1726500019	24506.89	25
1726500019	24505.27	25
1726500019	24507.42	25
1726500019	24507.51	75
1726500019	24508.52	50
1726500020	24508.76	150
1726500020	24509.22	50
1726500020	24510.92	100
1726500020	24509.07	25
1726500020	24510.02	75
1726500021	24509.56	100
1726500021	24511.74	25
1726500021	24512.79	25
1726500021	24510.15	75
1726500021	24511.95	25
1726500022	24510.44	50
1726500022	24510.66	50
1726500022	24510.19	75
1726500022	24509.97	25
1726500022	24509.63	150
1726500023	24507.22	150
1726500023	24509.23	25
1726500023	24511.79	50
1726500023	24509.79	100
1726500023	24509.68	100
1726500024	24512.09	50
1726500024	24511.36	100
1726500024	24509.96	100
1726500024	24508.67	150
1726500024	24509.64	100
1726500025	24507.57	75
1726500025	24505.87	25
1726500025	24506.35	150
1726500025	24503.71	75
1726500025	24501.06	150
1726500026	24500.92	150
1726500026	24498.86	150
1726500026	24496.34	50
1726500026	24493.75	25
1726500026	24494.81	50
1726500027	24494.23	150
1726500027	24492.71	150
1726500027	24489.94	25
1726500027	24489.46	150
1726500027	24489.85	75
1726500028	24492.46	50
1726500028	24493.48	75
1726500028	24491.91	100
1726500028	24489.69	75
1726500028	24489.44	25
1726500029	24486.49	150
1726500029	24489.48	25
1726500029	24486.92	50
1726500029	24486.96	50
1726500029	24489.56	25
1726500030	24491.83	75
1726500030	24490.54	100
1726500030	24492.55	75
1726500030	24493.22	150
1726500030	24490.26	150
1726500031	24489.06	25
1726500031	24491.69	50
1726500031	24490.28	25
1726500031	24491.73	50
1726500031	24490.37	150
1726500032	24488.63	75
1726500032	24486.85	75
1726500032	24486.89	75
1726500032	24489.32	25
1726500032	24486.87	100
1726500033	24488.85	25
1726500033	24485.87	50
1726500033	24486.69	75
1726500033	24484.66	100
1726500033	24484.97	100
1726500034	24485.34	25
1726500034	24482.79	50
1726500034	24483.06	75
1726500034	24483.56	50
1726500034	24483.14	25
1726500035	24481.99	25
1726500035	24484.38	50
1726500035	24485.47	25
1726500035	24484.59	150
1726500035	24486.9	100
1726500036	24489.74	50
1726500036	24492.3	50
1726500036	24494.48	50
1726500036	24496.77	25
1726500036	24494.85	75
1726500037	24496.54	100
1726500037	24498.36	50
1726500037	24496.96	25
1726500037	24496.25	25
1726500037	24498.4	50
1726500038	24496.6	100
1726500038	24495.7	50
1726500038	24494.04	50
1726500038	24493.43	75
1726500038	24495.61	75
1726500039	24494.72	150
1726500039	24494.12	150
1726500039	24493.11	25
1726500039	24490.8	75
1726500039	24488.87	75
1726500040	24486.1	150
1726500040	24485.71	75
1726500040	24485.32	150
1726500040	24483.02	150
1726500040	24481.16	25
1726500041	24482.41	25
1726500041	24482.53	150
1726500041	24483.65	50
1726500041	24482.84	25
1726500041	24485.53	75
1726500042	24486.27	25
1726500042	24487.59	75
1726500042	24487.63	100
1726500042	24486.59	75
1726500042	24486.91	50
1726500043	24486.44	100
1726500043	24487.5	50
1726500043	24488.19	75
1726500043	24487.63	25
1726500043	24486.45	50
1726500044	24486.03	150
1726500044	24486.67	75
1726500044	24486.46	100
1726500044	24487.52	150
1726500044	24487.36	50
1726500045	24488.31	75
1726500045	24488.4	150
1726500045	24487.41	50
1726500045	24488.45	50
1726500045	24490.29	50
1726500046	24487.44	50
1726500046	24490.34	150
1726500046	24492.44	25
1726500046	24492.17	150
1726500046	24490.34	100
1726500047	24490.3	50
1726500047	24488.19	25
1726500047	24490.54	25
1726500047	24492.22	50
1726500047	24490.27	150
1726500048	24490.06	150
1726500048	24488.55	25
1726500048	24488.29	100
1726500048	24489.3	150
1726500048	24489.87	100
1726500049	24490.55	150
1726500049	24490.11	150
1726500049	24489.78	50
1726500049	24491.24	100
1726500049	24490.94	50
1726500050	24492.98	75
1726500050	24494.58	150
1726500050	24494.49	50
1726500050	24493.13	25
1726500050	24494.41	50
1726500051	24493.04	75
1726500051	24495.4	25
1726500051	24493.23	50
1726500051	24492.53	50
1726500051	24493.77	25
1726500052	24493.26	75
1726500052	24493.51	100
1726500052	24490.89	100
1726500052	24490.23	150
1726500052	24492.9	25
1726500053	24495.04	150
1726500053	24494.32	25
1726500053	24496.98	75
1726500053	24498.5	100
1726500053	24498.73	150
1726500054	24500.53	50
1726500054	24500.46	75
1726500054	24500.07	25
1726500054	24499.41	100
1726500054	24500.75	100
1726500055	24503.27	150
1726500055	24503.47	100
1726500055	24504.03	25
1726500055	24501.53	100
1726500055	24499.34	100
1726500056	24497.43	75
1726500056	24496.71	50
1726500056	24496.44	75
1726500056	24498	100
1726500056	24496.67	100
1726500057	24495.19	25
1726500057	24495.01	150
1726500057	24492.32	75
1726500057	24490.67	25
1726500057	24492.35	25
1726500058	24493.88	50
1726500058	24492.08	25
1726500058	24492.8	50
1726500058	24490.56	25
1726500058	24490.95	50
1726500059	24490.74	75
1726500059	24492.34	50
1726500059	24492.97	25
1726500059	24494.64	50
1726500059	24497.43	25
1726500060	24497.9	75
1726500060	24498.35	100
1726500060	24497.73	50
1726500060	24495.19	50
1726500060	24492.8	75
1726500061	24494.9	150
1726500061	24496.74	150
1726500061	24498.43	75
1726500061	24498.63	75
1726500061	24496.04	75
1726500062	24493.12	100
1726500062	24495.05	25
1726500062	24494.65	75
1726500062	24495.47	100
1726500062	24496.71	100
1726500063	24494.77	150
1726500063	24497.56	75
1726500063	24498.26	150
1726500063	24499.9	100
1726500063	24499.52	150
1726500064	24498.13	50
1726500064	24500.11	25
1726500064	24498.79	100
1726500064	24497.25	100
1726500064	24497.67	100
1726500065	24496.69	100
1726500065	24498.79	50
1726500065	24498.72	75
1726500065	24500.5	75
1726500065	24499.18	150
1726500066	24500.39	75
1726500066	24500.72	150
1726500066	24503.41	25
1726500066	24501.86	100
1726500066	24501.79	50
1726500067	24502.94	100
1726500067	24502.63	25
1726500067	24500.18	50
1726500067	24499.61	50
1726500067	24498.45	150
1726500068	24497.66	150
1726500068	24497.85	100
1726500068	24500.83	150
1726500068	24499.81	100
1726500068	24498.44	75
1726500069	24496.82	50
1726500069	24495.71	150
1726500069	24498.42	50
1726500069	24496.57	100
1726500069	24495.23	150
1726500070	24498.09	150
1726500070	24498.67	25
1726500070	24500.66	75
1726500070	24499.03	50
1726500070	24497.84	150
1726500071	24495.6	25
1726500071	24498.45	150
1726500071	24497.2	50
1726500071	24498.03	100
1726500071	24495.64	25
1726500072	24496.09	100
1726500072	24495.96	75
1726500072	24494.07	25
1726500072	24492.58	100
1726500072	24490.26	25
1726500073	24489.67	25
1726500073	24490.13	25
1726500073	24488.04	150
1726500073	24490.74	25
1726500073	24493.7	25
1726500074	24494.05	100
1726500074	24494.69	150
1726500074	24493.04	150
1726500074	24492.32	100
1726500074	24491.11	150
1726500075	24494.05	75
1726500075	24494.46	25
1726500075	24495.12	25
1726500075	24497.8	50
1726500075	24498.55	75
1726500076	24499.52	50
1726500076	24497.96	150
1726500076	24495.41	25
1726500076	24494.86	150
1726500076	24494.68	25
1726500077	24493.07	75
1726500077	24494.28	100
1726500077	24491.71	50
1726500077	24494.25	150
1726500077	24495.22	50
1726500078	24494.77	150
1726500078	24493.12	50
1726500078	24495.57	50
1726500078	24493	50
1726500078	24494.76	150
1726500079	24496.25	150
1726500079	24498.78	100
1726500079	24496.52	75
1726500079	24497.72	75
1726500079	24497.72	100
1726500080	24497.35	150
1726500080	24494.59	100
1726500080	24496	150
1726500080	24494.5	25
1726500080	24492.87	150
1726500081	24493.4	25
1726500081	24496.39	75
1726500081	24496.85	50
1726500081	24496.67	100
1726500081	24499.17	50
1726500082	24502.15	100
1726500082	24502.96	100
1726500082	24505.78	100
1726500082	24504.86	75
1726500082	24503.79	25
1726500083	24505.94	75
1726500083	24505.41	100
1726500083	24504.13	100
1726500083	24506.02	150
1726500083	24503.24	25
1726500084	24502.12	75
1726500084	24499.82	100
1726500084	24502.01	25
1726500084	24502.95	150
1726500084	24502.73	25
1726500085	24500.85	75
1726500085	24501.59	100
1726500085	24502.34	25
1726500085	24500.56	150
1726500085	24498.35	75
1726500086	24497.98	100
1726500086	24495.7	150
1726500086	24497.5	50
1726500086	24496.37	25
1726500086	24496.68	25
1726500087	24495.03	25
1726500087	24494.8	25
1726500087	24495.68	50
1726500087	24495.67	75
1726500087	24495.73	75
1726500088	24495.22	100
1726500088	24498.1	50
1726500088	24497.84	50
1726500088	24497.14	150
1726500088	24497.19	50
1726500089	24499.38	75
1726500089	24501.01	100
1726500089	24500.05	150
1726500089	24498.65	25
1726500089	24497.35	75
1726500090	24499.38	150
1726500090	24502.37	100
1726500090	24504.56	100
1726500090	24504.79	75
1726500090	24503.79	150
1726500091	24503.05	75
1726500091	24505.27	50
1726500091	24505.7	50
1726500091	24507.83	100
1726500091	24505.1	100
1726500092	24506.33	100
1726500092	24505.64	50
1726500092	24505.62	25
1726500092	24503.37	150
1726500092	24502.37	25
1726500093	24504.61	100
1726500093	24502.21	100
1726500093	24499.3	50
1726500093	24498.76	50
1726500093	24496.21	75
1726500094	24495.24	100
1726500094	24496.14	75
1726500094	24498.25	150
1726500094	24497.53	75
1726500094	24498.3	100
1726500095	24500.53	25
1726500095	24501.23	50
1726500095	24502.02	75
1726500095	24505.01	25
1726500095	24504.61	25
1726500096	24506.17	25
1726500096	24505.83	75
1726500096	24508.25	25
1726500096	24507.2	25
1726500096	24505.96	75
1726500097	24505.55	50
1726500097	24505.73	150
1726500097	24506.82	50
1726500097	24504.84	25
1726500097	24505.5	100
1726500098	24506.22	50
1726500098	24506.2	150
1726500098	24504.06	100
1726500098	24504.89	100
1726500098	24503.42	25
1726500099	24505.82	100
1726500099	24508.22	150
1726500099	24506.17	100
1726500099	24508.84	150
1726500099	24507.64	100
1726500100	24508.78	100
1726500100	24510.85	50
1726500100	24513.85	100
1726500100	24511.49	100
1726500100	24511.92	150
1726500101	24510.69	75
1726500101	24507.83	100
1726500101	24506.47	150
1726500101	24508.66	25
1726500101	24511.13	100
1726500102	24513.12	75
1726500102	24514.78	50
1726500102	24515.42	75
1726500102	24513.73	50
1726500102	24514.46	50
1726500103	24515.23	25
1726500103	24514.08	100
1726500103	24511.28	75
1726500103	24512.68	25
1726500103	24515.13	75
1726500104	24516.62	50
1726500104	24514.82	150
1726500104	24517.08	75
1726500104	24517.27	75
1726500104	24519.25	75
1726500105	24521.74	100
1726500105	24524.54	75
1726500105	24526.02	75
1726500105	24527.84	100
1726500105	24530.62	50
1726500106	24532.15	50
1726500106	24534.31	100
1726500106	24537.11	150
1726500106	24536.31	100
1726500106	24533.39	150
1726500107	24531.13	75
1726500107	24532.17	75
1726500107	24532.68	75
1726500107	24530.33	50
1726500107	24530.15	150
1726500108	24532.46	150
1726500108	24531.43	150
1726500108	24529.76	25
1726500108	24530.57	100
1726500108	24533.02	75
1726500109	24533.92	25
1726500109	24531.76	25
1726500109	24530.58	100
1726500109	24528.28	50
1726500109	24530.61	50
1726500110	24529.94	75
1726500110	24530.96	150
1726500110	24530.47	50
1726500110	24532.79	25
1726500110	24534.79	150
1726500111	24534.24	75
1726500111	24531.43	75
1726500111	24529.74	100
1726500111	24532.44	75
1726500111	24530.04	75
1726500112	24530.3	75
1726500112	24527.67	75
1726500112	24525.81	25
1726500112	24528.5	100
1726500112	24526.05	50
1726500113	24526.9	150
1726500113	24529.73	25
1726500113	24531.45	50
1726500113	24534.38	150
1726500113	24532.61	150
1726500114	24530.86	50
1726500114	24532.73	50
1726500114	24531.7	50
1726500114	24533.44	150
1726500114	24530.45	50
1726500115	24533.38	150
1726500115	24531.88	50
1726500115	24529.54	25
1726500115	24527.33	75
1726500115	24529.07	50
1726500116	24529.61	25
1726500116	24527.65	25
1726500116	24525.41	100
1726500116	24525.57	25
1726500116	24525.43	75
1726500117	24525.51	25
1726500117	24525.22	50
1726500117	24527.89	25
1726500117	24529.25	150
1726500117	24528.06	25
1726500118	24525.43	100
1726500118	24527.51	100
1726500118	24528.63	100
1726500118	24529.9	100
1726500118	24527.34	25
1726500119	24526.28	50
1726500119	24523.67	75
1726500119	24524.42	150
1726500119	24524.71	75
1726500119	24523.99	150
1726500120	24524.18	100
1726500120	24524.21	100
1726500120	24521.8	25
1726500120	24523.92	150
1726500120	24525.25	50
1726500121	24524.83	50
1726500121	24524.31	100
1726500121	24523.7	25
1726500121	24522.58	75
1726500121	24523.57	75
1726500122	24526.29	100
1726500122	24523.69	25
1726500122	24521.25	25
1726500122	24522.72	75
1726500122	24524.59	150
1726500123	24521.95	150
1726500123	24522.32	25
1726500123	24521.78	100
1726500123	24523.99	25
1726500123	24526.8	150
1726500124	24525.68	25
1726500124	24526.15	50
1726500124	24524.07	100
1726500124	24522.42	25
1726500124	24521.52	150
1726500125	24520.73	75
1726500125	24521.17	100
1726500125	24523.24	150
1726500125	24523.92	150
1726500125	24521.08	75
1726500126	24518.25	75
1726500126	24519.47	75
1726500126	24522	75
1726500126	24519.04	50
1726500126	24519.43	100
1726500127	24516.85	25
1726500127	24514.4	150
1726500127	24512.69	100
1726500127	24512.41	50
1726500127	24511.63	75
1726500128	24513.3	150
1726500128	24513.87	25
1726500128	24511.81	150
1726500128	24509.1	25
1726500128	24507.74	100
1726500129	24507.65	100
1726500129	24507.14	50
1726500129	24508.67	25
1726500129	24507.74	25
1726500129	24506.44	150
1726500130	24506.36	75
1726500130	24503.63	100
1726500130	24506.54	25
1726500130	24503.58	75
1726500130	24506.25	50
1726500131	24507.84	75
1726500131	24506.81	25
1726500131	24506.79	100
1726500131	24504.85	100
1726500131	24505.04	50
1726500132	24505.04	75
1726500132	24502.48	25
1726500132	24502.09	100
1726500132	24504.62	75
1726500132	24505.07	150
1726500133	24504.5	100
1726500133	24503.24	100
1726500133	24500.36	75
1726500133	24498.39	150
1726500133	24498.15	75
1726500134	24495.68	25
1726500134	24494.14	150
1726500134	24493.55	25
1726500134	24492.92	75
1726500134	24494.4	50
1726500135	24493.39	50
1726500135	24490.85	25
1726500135	24491.04	50
1726500135	24493.47	75
1726500135	24492.58	50
1726500136	24491	50
1726500136	24489.53	50
1726500136	24490.15	25
1726500136	24488.21	100
1726500136	24487.99	150
1726500137	24489.55	100
1726500137	24490.64	150
1726500137	24491.5	150
1726500137	24490.44	75
1726500137	24488.34	25
1726500138	24488.16	75
1726500138	24489.93	150
1726500138	24487.27	150
1726500138	24484.72	100
1726500138	24484.43	25
1726500139	24483.64	75
1726500139	24481.1	25
1726500139	24481.79	150
1726500139	24481.1	150
1726500139	24481.42	25
1726500140	24481.12	150
1726500140	24482.03	75
1726500140	24482.66	150
1726500140	24480.57	25
1726500140	24480.27	75
1726500141	24483.16	25
1726500141	24483.19	50
1726500141	24480.43	100
1726500141	24483.37	150
1726500141	24483.51	50
1726500142	24482.69	75
1726500142	24482.02	75
1726500142	24483.09	25
1726500142	24484.83	75
1726500142	24482.22	25
1726500143	24482.57	100
1726500143	24481.27	150
1726500143	24483.51	75
1726500143	24481	50
1726500143	24483.5	75
1726500144	24486.31	100
1726500144	24484.08	25
1726500144	24482.94	100
1726500144	24483.8	75
1726500144	24485.68	150
1726500145	24483.24	100
1726500145	24483.29	25
1726500145	24482.47	50
1726500145	24485.17	75
1726500145	24487.86	100
1726500146	24486.01	50
1726500146	24483.94	75
1726500146	24486.01	25
1726500146	24486.06	150
1726500146	24488.07	150
1726500147	24485.29	75
1726500147	24487.55	150
1726500147	24485.34	100
1726500147	24483.26	50
1726500147	24485.25	150
1726500148	24487.1	50
1726500148	24488.43	25
1726500148	24487.9	50
1726500148	24490.71	150
1726500148	24489.42	100
1726500149	24487.83	50
1726500149	24486.68	100
1726500149	24489.11	50
1726500149	24488.32	150
1726500149	24491.22	100
1726500150	24492.84	100
1726500150	24492.86	100
1726500150	24495.65	50
1726500150	24497.46	50
1726500150	24499.7	25
1726500151	24500.55	75
1726500151	24500.87	25
1726500151	24502.14	150
1726500151	24504.25	75
1726500151	24501.75	50
1726500152	24500.39	150
1726500152	24498.27	100
1726500152	24495.82	50
1726500152	24497.72	75
1726500152	24500.31	100
1726500153	24497.63	150
1726500153	24496.87	100
1726500153	24499.84	75
1726500153	24498.18	75
1726500153	24500.77	75
1726500154	24502.52	50
1726500154	24499.75	100
1726500154	24500.92	50
1726500154	24502.48	100
1726500154	24502.17	25
1726500155	24504.6	25
1726500155	24503.14	50
1726500155	24503.43	150
1726500155	24503.6	25
1726500155	24505.26	50
1726500156	24504.06	25
1726500156	24502.49	150
1726500156	24502.24	25
1726500156	24504.26	100
1726500156	24504.84	25
1726500157	24505.63	150
1726500157	24504.08	50
1726500157	24502.83	25
1726500157	24503.52	50
1726500157	24503.94	50
1726500158	24504.93	25
1726500158	24505.07	75
1726500158	24502.47	150
1726500158	24502.74	150
1726500158	24503.06	100
1726500159	24505.3	25
1726500159	24506.12	75
1726500159	24504.64	25
1726500159	24503.78	25
1726500159	24502.85	25
1726500160	24504.48	75
1726500160	24502.28	75
1726500160	24502.56	50
1726500160	24504.54	100
1726500160	24507.42	100
1726500161	24508.21	50
1726500161	24505.59	100
1726500161	24502.81	50
1726500161	24500.08	50
1726500161	24502.39	75
1726500162	24504.99	150
1726500162	24504.38	150
1726500162	24504.22	25
1726500162	24505.74	50
1726500162	24504.46	25
1726500163	24506.65	75
1726500163	24505.29	75
1726500163	24504.91	100
1726500163	24506.37	100
1726500163	24505.41	50
1726500164	24505.39	100
1726500164	24504.59	150
1726500164	24503.19	25
1726500164	24504.55	25
1726500164	24504.14	50
1726500165	24504.41	75
1726500165	24502.02	75
1726500165	24502.99	75
1726500165	24502.67	100
1726500165	24500.66	100
1726500166	24499.77	25
1726500166	24501.14	75
1726500166	24501.82	100
1726500166	24500.47	25
1726500166	24497.92	100
1726500167	24497.1	50
1726500167	24499.82	50
1726500167	24501.91	100
1726500167	24499.12	25
1726500167	24497.54	75
1726500168	24496.71	150
1726500168	24493.9	50
1726500168	24494.98	75
1726500168	24494.21	25
1726500168	24494.65	150
1726500169	24493.85	75
1726500169	24494.75	50
1726500169	24497.51	25
1726500169	24498.93	100
1726500169	24499.04	150
1726500170	24496.74	75
1726500170	24497.97	50
1726500170	24500.94	75
1726500170	24502.11	100
1726500170	24500.31	50
1726500171	24502.43	100
1726500171	24500.46	100
1726500171	24503.45	75
1726500171	24504.45	25
1726500171	24504.75	75
1726500172	24507.1	50
1726500172	24508.37	50
1726500172	24510.13	150
1726500172	24508.48	50
1726500172	24510.23	50
1726500173	24511.97	25
1726500173	24511.14	150
1726500173	24510.35	150
1726500173	24508.13	25
1726500173	24505.53	100
1726500174	24508.52	100
1726500174	24508.68	100
1726500174	24510.62	25
1726500174	24508.37	75
1726500174	24509.22	100
1726500175	24509.02	150
1726500175	24508.09	150
1726500175	24508.92	50
1726500175	24510.53	50
1726500175	24510.13	25
1726500176	24512.11	150
1726500176	24510.03	50
1726500176	24508	50
1726500176	24507.08	150
1726500176	24509.45	25
1726500177	24507.95	150
1726500177	24506.6	75
1726500177	24507.29	25
1726500177	24507.3	50
1726500177	24507.85	150
1726500178	24505.78	150
1726500178	24507.1	150
1726500178	24506.13	150
1726500178	24503.38	25
1726500178	24500.86	150
1726500179	24499.45	50
1726500179	24501.05	100
1726500179	24501.76	25
1726500179	24501.75	150
1726500179	24500.49	75
1726500180	24500.39	100
1726500180	24499.17	25
1726500180	24500.3	50
1726500180	24499.94	100
1726500180	24499.73	75
1726500181	24500.37	75
1726500181	24502.53	75
1726500181	24503.94	75
1726500181	24506.79	50
1726500181	24508.36	150
1726500182	24508.73	75
1726500182	24507.18	25
1726500182	24505.78	50
1726500182	24503.63	25
1726500182	24502.37	100
1726500183	24504.55	100
1726500183	24503.04	50
1726500183	24504.92	150
1726500183	24506.25	50
1726500183	24507.83	100
1726500184	24510.8	100
1726500184	24510.8	75
1726500184	24510.78	25
1726500184	24513.45	150
1726500184	24513.2	50
1726500185	24511.49	75
1726500185	24508.78	75
1726500185	24508.75	100
1726500185	24507.46	25
1726500185	24509.55	100
1726500186	24507.35	75
1726500186	24508.71	100
1726500186	24507.91	100
1726500186	24505.22	150
1726500186	24503.38	150
1726500187	24502.12	100
1726500187	24502.14	150
1726500187	24500.82	150
1726500187	24501.9	25
1726500187	24499.67	25
1726500188	24499.04	75
1726500188	24499.39	75
1726500188	24500.92	50
1726500188	24501.53	100
1726500188	24501.53	25
1726500189	24498.76	75
1726500189	24500.59	150
1726500189	24500.33	150
1726500189	24502.69	50
1726500189	24501.66	150
1726500190	24500.57	100
1726500190	24503.51	75
1726500190	24504.07	150
1726500190	24506.04	150
1726500190	24505.98	150
1726500191	24504.78	25
1726500191	24503.99	25
1726500191	24506.87	150
1726500191	24505.72	25
1726500191	24506.3	75
1726500192	24509.1	150
1726500192	24509.57	25
1726500192	24510.07	50
1726500192	24510.21	150
1726500192	24511.86	100
1726500193	24509.75	50
1726500193	24506.94	25
1726500193	24505.08	100
1726500193	24503.96	50
1726500193	24503.44	50
1726500194	24502.9	150
1726500194	24505.43	25
1726500194	24506.66	150
1726500194	24504.91	75
1726500194	24507.89	100
1726500195	24508.05	75
1726500195	24510.79	100
1726500195	24513.26	75
1726500195	24513.54	75
1726500195	24514.2	50
1726500196	24516.94	75
1726500196	24517.29	50
1726500196	24519.94	75
1726500196	24521.57	50
1726500196	24522.71	100
1726500197	24521.61	75
1726500197	24521.97	75
1726500197	24520.7	150
1726500197	24521.76	100
1726500197	24524.13	100
1726500198	24526.04	50
1726500198	24524.79	75
1726500198	24527.52	25
1726500198	24526.6	100
1726500198	24527.53	100
1726500199	24525.82	150
1726500199	24524.44	150
1726500199	24525.62	50
1726500199	24523.28	150
1726500199	24521.71	25
1726500200	24522.73	150
1726500200	24521.08	50
1726500200	24518.4	100
1726500200	24517.38	100
1726500200	24514.98	50
1726500201	24512.02	150
1726500201	24514.88	50
1726500201	24514.32	100
1726500201	24514.19	50
1726500201	24515.72	75
1726500202	24514.65	25
1726500202	24517.1	25
1726500202	24518.01	50
1726500202	24518.22	25
1726500202	24520.7	50
1726500203	24520.21	50
1726500203	24522.81	25
1726500203	24525.8	100
1726500203	24527.52	50
1726500203	24530.14	75
1726500204	24532.41	25
1726500204	24531.2	150
